season,dow,hour,n_hours,carbon_gco2_kwh,consumption_gal_mwh,withdrawal_gal_mwh
SON,Mon,6,12,338.6724,303.8230,8978.1262
SON,Mon,7,12,344.1011,296.7071,8617.8381
SON,Mon,8,12,350.5707,292.0691,8328.8234
SON,Mon,9,12,345.3688,286.7990,8153.6755
SON,Mon,10,12,334.1182,280.6633,8032.4237
SON,Mon,11,12,332.0476,278.7694,7968.5955
SON,Mon,12,12,333.1596,277.9779,7923.7954
SON,Mon,13,12,334.5053,277.0972,7872.4422
SON,Mon,14,12,336.4803,276.2310,7808.3735
SON,Mon,15,12,338.2323,275.8257,7764.7796
SON,Mon,16,12,340.4191,275.3796,7729.2105
SON,Mon,17,12,346.3646,275.2789,7662.8793
SON,Mon,18,12,354.8231,275.2922,7583.3705
SON,Mon,19,12,365.2925,278.8594,7603.6191
SON,Mon,20,12,370.0749,281.7622,7651.2815
SON,Mon,21,12,370.0889,284.2335,7736.2531
SON,Mon,22,12,368.2950,289.3753,7948.1091
SON,Mon,23,12,364.3953,296.2210,8255.4414
SON,Mon,24,12,358.9966,301.3683,8550.7412
SON,Tue,1,13,356.6372,304.1463,8679.2546
SON,Tue,2,13,352.0351,305.8482,8824.0424
SON,Tue,3,13,349.4420,306.6699,8915.4579
SON,Tue,4,13,346.3472,307.2426,8987.4892
SON,Tue,5,13,347.8955,307.0914,8972.5823
SON,Tue,6,13,351.9051,304.4226,8834.7730
SON,Tue,7,13,356.7335,297.4178,8469.6263
SON,Tue,8,13,361.6143,292.9218,8215.6762
SON,Tue,9,13,354.6454,287.4343,8059.0542
SON,Tue,10,13,345.0658,282.3047,7957.0388
SON,Tue,11,13,341.7431,280.1128,7879.1162
SON,Tue,12,13,341.0569,279.0213,7842.0060
SON,Tue,13,13,340.6667,277.8219,7800.1856
SON,Tue,14,13,343.0255,276.5981,7715.5737
SON,Tue,15,13,345.3145,275.6733,7650.0428
SON,Tue,16,13,347.8101,275.0053,7596.0373
SON,Tue,17,13,354.2198,274.5561,7528.4880
SON,Tue,18,13,361.0209,274.4411,7473.0157
SON,Tue,19,13,370.2997,277.2575,7495.4044
SON,Tue,20,13,375.0041,279.7141,7537.0800
SON,Tue,21,13,373.9976,281.9716,7620.3711
SON,Tue,22,13,372.4060,286.8880,7804.1145
SON,Tue,23,13,369.7898,293.9744,8094.2709
SON,Tue,24,13,364.4774,298.6416,8352.9948
SON,Wed,1,14,355.5126,301.9681,8634.6334
SON,Wed,2,14,349.5193,303.5472,8798.4932
SON,Wed,3,14,344.1179,303.9002,8899.6631
SON,Wed,4,14,341.0709,304.3390,8973.3065
SON,Wed,5,14,340.9384,304.1417,8971.9276
SON,Wed,6,14,344.3221,302.3154,8857.9064
SON,Wed,7,14,348.7654,296.3202,8532.5079
SON,Wed,8,14,355.6416,291.4530,8238.1002
SON,Wed,9,14,351.3644,286.5063,8073.4220
SON,Wed,10,14,342.1346,281.4896,7982.9776
SON,Wed,11,14,339.3240,279.5592,7904.0077
SON,Wed,12,14,339.6781,278.3628,7854.4252
SON,Wed,13,14,339.6670,277.3026,7824.1544
SON,Wed,14,14,340.4508,275.8728,7760.9502
SON,Wed,15,14,340.5833,274.6001,7701.6492
SON,Wed,16,14,342.3025,274.3580,7676.8564
SON,Wed,17,14,348.3889,274.7972,7650.2076
SON,Wed,18,14,355.2836,274.9784,7595.1591
SON,Wed,19,14,365.1702,278.2966,7617.8908
SON,Wed,20,14,370.0486,281.2206,7672.3967
SON,Wed,21,14,370.4116,283.8475,7766.0797
SON,Wed,22,14,369.5634,288.6529,7950.7734
SON,Wed,23,14,368.1309,295.5769,8226.3112
SON,Wed,24,14,363.3161,301.3703,8500.8297
SON,Thu,1,13,353.8396,304.3457,8761.0233
SON,Thu,2,13,348.4104,305.5650,8907.5244
SON,Thu,3,13,344.6579,305.8086,8989.1905
SON,Thu,4,13,343.0622,306.5457,9052.9018
SON,Thu,5,13,343.4690,306.6616,9057.9143
SON,Thu,6,13,347.4136,304.1630,8916.5188
SON,Thu,7,13,353.0393,297.8767,8574.5177
SON,Thu,8,13,360.5520,293.8638,8298.9136
SON,Thu,9,13,355.5023,288.7658,8131.9146
SON,Thu,10,13,343.4089,282.5320,8026.7821
SON,Thu,11,13,339.6913,279.9705,7952.8251
SON,Thu,12,13,338.5754,278.6901,7926.0027
SON,Thu,13,13,337.5147,277.2498,7894.9005
SON,Thu,14,13,337.5571,275.8169,7836.6543
SON,Thu,15,13,339.0684,275.7304,7811.0583
SON,Thu,16,13,340.9387,275.4781,7784.1645
SON,Thu,17,13,346.1256,275.9496,7741.4078
SON,Thu,18,13,355.1581,276.7177,7686.1938
SON,Thu,19,13,367.4613,280.8832,7714.1844
SON,Thu,20,13,372.1561,283.4425,7748.7502
SON,Thu,21,13,372.0565,285.0946,7806.4497
SON,Thu,22,13,371.7442,290.1996,7990.4941
SON,Thu,23,13,370.4771,296.6841,8271.2618
SON,Thu,24,13,365.4325,301.5676,8516.1562
SON,Fri,1,13,358.4383,305.3044,8746.0725
SON,Fri,2,13,351.3151,306.7139,8899.6471
SON,Fri,3,13,345.6273,306.7393,8983.0444
SON,Fri,4,13,342.6552,306.7074,9028.7318
SON,Fri,5,13,342.5325,306.3166,9029.3690
SON,Fri,6,13,346.6078,303.9011,8909.6195
SON,Fri,7,13,350.4633,297.0477,8588.6878
SON,Fri,8,13,356.1473,292.1910,8307.1907
SON,Fri,9,13,351.0663,287.0530,8141.9617
SON,Fri,10,13,338.2696,280.6620,8023.7218
SON,Fri,11,13,333.8245,278.9434,7974.8787
SON,Fri,12,13,334.9870,278.9697,7966.2227
SON,Fri,13,13,336.0547,278.8566,7948.0589
SON,Fri,14,13,337.3813,277.8961,7900.3969
SON,Fri,15,13,338.4196,277.4485,7883.4510
SON,Fri,16,13,341.1959,278.0409,7874.0076
SON,Fri,17,13,346.6262,278.8064,7836.0401
SON,Fri,18,13,355.6413,280.1539,7798.7963
SON,Fri,19,13,365.5267,284.9046,7884.6628
SON,Fri,20,13,367.9701,287.4927,7967.1068
SON,Fri,21,13,367.3038,290.2883,8078.1111
SON,Fri,22,13,366.8918,294.5949,8241.5917
SON,Fri,23,13,365.4442,300.1928,8474.1588
SON,Fri,24,13,361.5231,304.9416,8713.4578
SON,Sat,1,13,355.6455,308.4564,8925.3963
SON,Sat,2,13,349.9848,311.1656,9106.0692
SON,Sat,3,13,345.4025,311.8951,9204.4546
SON,Sat,4,13,341.6859,311.9854,9266.0950
SON,Sat,5,13,341.6545,312.1134,9280.8775
SON,Sat,6,13,341.1684,311.8458,9291.2336
SON,Sat,7,13,341.0908,309.5639,9206.1090
SON,Sat,8,13,343.2524,306.7685,9051.0817
SON,Sat,9,13,337.7747,299.6476,8815.7279
SON,Sat,10,13,327.6390,291.6477,8619.9263
SON,Sat,11,13,325.1045,287.8648,8492.1939
SON,Sat,12,13,324.5896,286.2223,8434.9579
SON,Sat,13,13,324.3042,285.1214,8396.6178
SON,Sat,14,13,325.8706,284.2080,8347.1615
SON,Sat,15,13,327.6854,283.3063,8280.5295
SON,Sat,16,13,331.6892,284.0320,8247.7567
SON,Sat,17,13,337.7280,284.7779,8204.3781
SON,Sat,18,13,344.1046,284.9601,8142.8969
SON,Sat,19,13,352.0846,287.3240,8141.8567
SON,Sat,20,13,354.1826,289.4358,8183.7250
SON,Sat,21,13,353.9441,291.7210,8273.3244
SON,Sat,22,13,353.8463,295.7746,8437.8455
SON,Sat,23,13,352.1586,301.1027,8645.5785
SON,Sat,24,13,349.5356,305.4690,8855.2884
SON,Sun,1,13,344.4563,308.6725,9054.1373
SON,Sun,2,13,337.2745,308.9709,9162.6138
SON,Sun,3,13,333.0153,309.7324,9262.6237
SON,Sun,4,13,329.5057,309.8291,9328.6795
SON,Sun,5,13,327.7562,309.8180,9366.8369
SON,Sun,6,13,327.7337,309.7338,9374.7902
SON,Sun,7,13,329.0585,308.2819,9299.1023
SON,Sun,8,13,331.2093,306.0695,9173.3104
SON,Sun,9,13,325.9835,299.2107,8947.7132
SON,Sun,10,13,316.1186,290.7772,8722.8024
SON,Sun,11,13,312.6720,286.2522,8569.3406
SON,Sun,12,13,310.7213,283.3718,8485.8770
SON,Sun,13,13,310.3663,280.9827,8386.4106
SON,Sun,14,13,311.6491,279.2989,8297.0180
SON,Sun,15,13,313.5580,277.9317,8214.3155
SON,Sun,16,13,319.3875,278.2580,8145.1241
SON,Sun,17,13,328.7320,279.2792,8056.4323
SON,Sun,18,13,339.0941,279.2649,7935.9190
SON,Sun,19,13,350.8200,283.0957,7945.4132
SON,Sun,20,13,356.2706,286.0307,7989.6722
SON,Sun,21,13,356.8871,288.5039,8075.8659
SON,Sun,22,13,356.6028,293.9587,8283.9965
SON,Sun,23,13,354.7323,300.2714,8545.5609
SON,Sun,24,13,349.7519,303.9725,8774.1871
