season,dow,hour,n_hours,carbon_gco2_kwh,consumption_gal_mwh,withdrawal_gal_mwh
JJA,Sun,13,13,547.3407,220.1834,2455.1740
JJA,Sun,14,13,560.1178,215.8512,2591.9081
JJA,Sun,15,13,559.3331,207.5578,2709.3679
JJA,Sun,16,13,574.7198,208.2265,2827.9452
JJA,Sun,17,13,556.6978,218.4175,2613.6755
JJA,Sun,18,13,545.1180,223.7396,2555.1881
JJA,Sun,19,13,566.2240,212.7373,2711.4148
JJA,Sun,20,13,584.5410,221.4801,2913.8425
JJA,Sun,21,13,551.7905,187.2658,2711.2127
JJA,Sun,22,13,537.1627,183.1482,2556.5423
JJA,Sun,23,13,536.4268,183.2795,2448.7742
JJA,Sun,24,13,531.9632,200.9969,2324.6184
SON,Mon,1,12,570.6458,229.7956,2688.6113
SON,Mon,2,12,600.8127,251.8923,3007.3128
SON,Mon,3,12,642.5444,287.2233,3492.5412
SON,Mon,4,12,634.1598,287.0962,3416.1924
SON,Mon,5,12,617.0713,268.3751,3218.1885
SON,Mon,6,12,568.8290,208.2865,2800.8123
SON,Mon,7,12,552.1756,215.6269,2530.7040
SON,Mon,8,12,586.9323,235.4728,2836.9337
SON,Mon,9,12,574.9268,229.9353,2696.1468
SON,Mon,10,12,580.1067,223.9162,2796.2610
SON,Mon,11,12,545.5932,235.6548,2703.6784
SON,Mon,12,12,563.9973,206.4943,2648.7119
SON,Mon,13,12,572.6431,217.4499,2714.0873
SON,Mon,14,12,572.7706,219.6137,2703.1364
SON,Mon,15,12,590.3891,238.9565,2949.8065
SON,Mon,16,12,566.4051,222.3636,2647.8042
SON,Mon,17,12,539.8185,197.0809,2453.2319
SON,Mon,18,12,552.9063,195.0438,2595.9802
SON,Mon,19,12,571.2187,212.5591,2754.2195
SON,Mon,20,12,577.1859,222.7210,2818.1963
SON,Mon,21,12,520.2275,167.0351,2121.4173
SON,Mon,22,12,534.1156,181.1495,2348.0111
SON,Mon,23,12,532.4440,185.8374,2445.3203
SON,Mon,24,12,542.8094,203.0535,2457.3358
SON,Tue,1,13,570.6458,229.7956,2688.6113
SON,Tue,2,13,600.8127,251.8923,3007.3128
SON,Tue,3,13,642.5444,287.2233,3492.5412
SON,Tue,4,13,634.1598,287.0962,3416.1924
SON,Tue,5,13,617.0713,268.3751,3218.1885
SON,Tue,6,13,568.8290,208.2865,2800.8123
SON,Tue,7,13,552.1756,215.6269,2530.7040
SON,Tue,8,13,586.9323,235.4728,2836.9337
SON,Tue,9,13,574.9268,229.9353,2696.1468
SON,Tue,10,13,580.1067,223.9162,2796.2610
SON,Tue,11,13,545.5932,235.6548,2703.6784
SON,Tue,12,13,563.9973,206.4943,2648.7119
SON,Tue,13,13,572.6431,217.4499,2714.0873
SON,Tue,14,13,572.7706,219.6137,2703.1364
SON,Tue,15,13,590.3891,238.9565,2949.8065
SON,Tue,16,13,566.4051,222.3636,2647.8042
SON,Tue,17,13,539.8185,197.0809,2453.2319
SON,Tue,18,13,552.9063,195.0438,2595.9802
SON,Tue,19,13,571.2187,212.5591,2754.2195
SON,Tue,20,13,577.1859,222.7210,2818.1963
SON,Tue,21,13,520.2275,167.0351,2121.4173
SON,Tue,22,13,534.1156,181.1495,2348.0111
SON,Tue,23,13,532.4440,185.8374,2445.3203
SON,Tue,24,13,542.8094,203.0535,2457.3358
SON,Wed,1,14,570.6458,229.7956,2688.6113
SON,Wed,2,14,600.8127,251.8923,3007.3128
SON,Wed,3,14,642.5444,287.2233,3492.5412
SON,Wed,4,14,634.1598,287.0962,3416.1924
SON,Wed,5,14,617.0713,268.3751,3218.1885
SON,Wed,6,14,568.8290,208.2865,2800.8123
SON,Wed,7,14,552.1756,215.6269,2530.7040
SON,Wed,8,14,586.9323,235.4728,2836.9337
SON,Wed,9,14,574.9268,229.9353,2696.1468
SON,Wed,10,14,580.1067,223.9162,2796.2610
SON,Wed,11,14,545.5932,235.6548,2703.6784
SON,Wed,12,14,563.9973,206.4943,2648.7119
SON,Wed,13,14,572.6431,217.4499,2714.0873
SON,Wed,14,14,572.7706,219.6137,2703.1364
SON,Wed,15,14,590.3891,238.9565,2949.8065
SON,Wed,16,14,566.4051,222.3636,2647.8042
SON,Wed,17,14,539.8185,197.0809,2453.2319
SON,Wed,18,14,552.9063,195.0438,2595.9802
SON,Wed,19,14,571.2187,212.5591,2754.2195
SON,Wed,20,14,577.1859,222.7210,2818.1963
SON,Wed,21,14,520.2275,167.0351,2121.4173
SON,Wed,22,14,534.1156,181.1495,2348.0111
SON,Wed,23,14,532.4440,185.8374,2445.3203
SON,Wed,24,14,542.8094,203.0535,2457.3358
SON,Thu,1,13,570.6458,229.7956,2688.6113
SON,Thu,2,13,600.8127,251.8923,3007.3128
SON,Thu,3,13,642.5444,287.2233,3492.5412
SON,Thu,4,13,634.1598,287.0962,3416.1924
SON,Thu,5,13,617.0713,268.3751,3218.1885
SON,Thu,6,13,568.8290,208.2865,2800.8123
SON,Thu,7,13,552.1756,215.6269,2530.7040
SON,Thu,8,13,586.9323,235.4728,2836.9337
SON,Thu,9,13,574.9268,229.9353,2696.1468
SON,Thu,10,13,580.1067,223.9162,2796.2610
SON,Thu,11,13,545.5932,235.6548,2703.6784
SON,Thu,12,13,563.9973,206.4943,2648.7119
SON,Thu,13,13,572.6431,217.4499,2714.0873
SON,Thu,14,13,572.7706,219.6137,2703.1364
SON,Thu,15,13,590.3891,238.9565,2949.8065
SON,Thu,16,13,566.4051,222.3636,2647.8042
SON,Thu,17,13,539.8185,197.0809,2453.2319
SON,Thu,18,13,552.9063,195.0438,2595.9802
SON,Thu,19,13,571.2187,212.5591,2754.2195
SON,Thu,20,13,577.1859,222.7210,2818.1963
SON,Thu,21,13,520.2275,167.0351,2121.4173
SON,Thu,22,13,534.1156,181.1495,2348.0111
SON,Thu,23,13,532.4440,185.8374,2445.3203
SON,Thu,24,13,542.8094,203.0535,2457.3358
SON,Fri,1,13,570.6458,229.7956,2688.6113
SON,Fri,2,13,600.8127,251.8923,3007.3128
SON,Fri,3,13,642.5444,287.2233,3492.5412
SON,Fri,4,13,634.1598,287.0962,3416.1924
SON,Fri,5,13,617.0713,268.3751,3218.1885
SON,Fri,6,13,568.8290,208.2865,2800.8123
SON,Fri,7,13,552.1756,215.6269,2530.7040
SON,Fri,8,13,586.9323,235.4728,2836.9337
SON,Fri,9,13,574.9268,229.9353,2696.1468
SON,Fri,10,13,580.1067,223.9162,2796.2610
SON,Fri,11,13,545.5932,235.6548,2703.6784
SON,Fri,12,13,563.9973,206.4943,2648.7119
SON,Fri,13,13,572.6431,217.4499,2714.0873
SON,Fri,14,13,572.7706,219.6137,2703.1364
SON,Fri,15,13,590.3891,238.9565,2949.8065
SON,Fri,16,13,566.4051,222.3636,2647.8042
SON,Fri,17,13,539.8185,197.0809,2453.2319
SON,Fri,18,13,552.9063,195.0438,2595.9802
SON,Fri,19,13,571.2187,212.5591,2754.2195
SON,Fri,20,13,577.1859,222.7210,2818.1963
SON,Fri,21,13,520.2275,167.0351,2121.4173
SON,Fri,22,13,534.1156,181.1495,2348.0111
SON,Fri,23,13,532.4440,185.8374,2445.3203
SON,Fri,24,13,542.8094,203.0535,2457.3358
SON,Sat,1,13,570.6458,229.7956,2688.6113
SON,Sat,2,13,600.8127,251.8923,3007.3128
SON,Sat,3,13,642.5444,287.2233,3492.5412
SON,Sat,4,13,634.1598,287.0962,3416.1924
SON,Sat,5,13,617.0713,268.3751,3218.1885
SON,Sat,6,13,568.8290,208.2865,2800.8123
SON,Sat,7,13,552.1756,215.6269,2530.7040
SON,Sat,8,13,586.9323,235.4728,2836.9337
SON,Sat,9,13,574.9268,229.9353,2696.1468
SON,Sat,10,13,580.1067,223.9162,2796.2610
SON,Sat,11,13,545.5932,235.6548,2703.6784
SON,Sat,12,13,563.9973,206.4943,2648.7119
SON,Sat,13,13,572.6431,217.4499,2714.0873
SON,Sat,14,13,572.7706,219.6137,2703.1364
SON,Sat,15,13,590.3891,238.9565,2949.8065
SON,Sat,16,13,566.4051,222.3636,2647.8042
SON,Sat,17,13,539.8185,197.0809,2453.2319
SON,Sat,18,13,552.9063,195.0438,2595.9802
SON,Sat,19,13,571.2187,212.5591,2754.2195
SON,Sat,20,13,577.1859,222.7210,2818.1963
SON,Sat,21,13,520.2275,167.0351,2121.4173
SON,Sat,22,13,534.1156,181.1495,2348.0111
SON,Sat,23,13,532.4440,185.8374,2445.3203
SON,Sat,24,13,542.8094,203.0535,2457.3358
SON,Sun,1,13,570.6458,229.7956,2688.6113
SON,Sun,2,13,600.8127,251.8923,3007.3128
SON,Sun,3,13,642.5444,287.2233,3492.5412
SON,Sun,4,13,634.1598,287.0962,3416.1924
SON,Sun,5,13,617.0713,268.3751,3218.1885
SON,Sun,6,13,568.8290,208.2865,2800.8123
SON,Sun,7,13,552.1756,215.6269,2530.7040
SON,Sun,8,13,586.9323,235.4728,2836.9337
SON,Sun,9,13,574.9268,229.9353,2696.1468
SON,Sun,10,13,580.1067,223.9162,2796.2610
SON,Sun,11,13,545.5932,235.6548,2703.6784
SON,Sun,12,13,563.9973,206.4943,2648.7119
SON,Sun,13,13,572.6431,217.4499,2714.0873
SON,Sun,14,13,572.7706,219.6137,2703.1364
SON,Sun,15,13,590.3891,238.9565,2949.8065
SON,Sun,16,13,566.4051,222.3636,2647.8042
SON,Sun,17,13,539.8185,197.0809,2453.2319
SON,Sun,18,13,552.9063,195.0438,2595.9802
SON,Sun,19,13,571.2187,212.5591,2754.2195
SON,Sun,20,13,577.1859,222.7210,2818.1963
SON,Sun,21,13,520.2275,167.0351,2121.4173
SON,Sun,22,13,534.1156,181.1495,2348.0111
SON,Sun,23,13,532.4440,185.8374,2445.3203
SON,Sun,24,13,542.8094,203.0535,2457.3358
